account_number,Predicted Probability
100603,0.07383072889529858
100604,0.20460112934526165
100605,0.0653290999952226
100606,0.0936639125503437
100607,0.16247147752124
100608,0.18564051821757857
100609,0.01269618076733871
100610,0.01003541048614906
100611,0.0500254532407087
100612,0.309902872143589
100613,0.0358820871923609
100614,0.021501195618002625
100615,0.018400184112178714
100616,0.02820599443975269
100617,0.034775532413292246
100618,0.016017826960274165
100619,0.03685397479137177
100620,0.034800896526784704
100621,0.39782028819476445
100622,0.027640526014787347
100623,0.088107235328747
100624,0.015569925810319194
100625,0.022535727522394258
100626,0.08024052133079125
100627,0.3178061891209125
100628,0.2050901992909604
100629,0.030157425296188534
100630,0.01526535051967214
100631,0.14393973597686827
100632,0.07546264898845932
100633,0.06301055935467209
100634,0.5795402502431932
100635,0.022937129700927247
100636,0.16440925860236358
100637,0.3632919361468922
100638,0.03551468742851368
100639,0.09295977221093082
100640,0.13923672195745054
100641,0.2377008356172433
100642,0.09522699559743834
100643,0.45168639453354875
100644,0.09576488198367514
100645,0.006451448081228234
100646,0.3755230259557952
100647,0.4069069082854068
100648,0.10030846439054025
100649,0.013181539232008727
100650,0.019319786662630494
100651,0.024394203137403588
100652,0.41558207047181045
100653,0.04948527862709736
100654,0.08872151058356041
100655,0.03661469736240642
100656,0.00626099091614365
100657,0.08173462503589335
100658,0.2711103217351145
100659,0.11857422285455631
100660,0.7034454045428568
100661,0.08251632716528984
100662,0.02876643663007531
100663,0.02018872895076941
100664,0.39081830171410487
100665,0.3169809977444747
100666,0.006708637415913156
100667,0.17309966250654424
100668,0.09510038131893354
100669,0.36607987591405766
100670,0.09452236977716497
100671,0.012572980773970443
100672,0.7748154681018714
100673,0.5824433376008294
100674,0.16939226443386374
100675,0.015348716759976209
100676,0.0486787295576816
100677,0.06550422922389033
100678,0.09177830323521463
100679,0.03675799398264401
100680,0.15246136651687625
100681,0.02506217617179111
100682,0.018078079703337125
100683,0.015422708145837129
100684,0.057706070100505644
100685,0.08850950716607067
100686,0.1522275317530504
100687,0.1851776543991876
100688,0.07230456353170198
100689,0.14844238283103714
100690,0.5249256871112415
100691,0.06908155308456572
100692,0.0026540226450574166
100693,0.6740763216812429
100694,0.07369069488146143
100695,0.4841245493041662
100696,0.3509714867776487
100697,0.07231872953540312
100698,0.12220343429705413
100699,0.10462800832981191
100700,0.1845493806556109
100701,0.10466987972029879
100702,0.06890330229718526
100703,0.06937620291418116
100704,0.13410658305786946
100705,0.2081159763346708
100706,0.3789516532080537
100707,0.453444899860896
100708,0.03830625501641532
100709,0.0456974937716773
100710,0.4400945958817525
100711,0.19842914919202187
100712,0.15051555416780638
100713,0.40390599384095655
100714,0.3398350021098326
100715,0.2512283351284579
100716,0.04726573015022704
100717,0.07449213243130691
100718,0.0316280456857341
100719,0.006524358828054296
100720,0.22571754488329568
100721,0.42727596494567327
100722,0.2921001539393182
100723,0.16127649153607998
100724,0.03693908999683678
100725,0.041748113270587466
100726,0.006997707232985196
100727,0.2666752087377888
100728,0.4231905730563484
100729,0.028952891281078055
100730,0.1459720988718054
100731,0.11547815357524925
100732,0.07848335703518997
100733,0.10775998938602034
100734,0.06283086162321558
100735,0.022624975452892337
100736,0.3715273514469983
100737,0.05906093732151425
100738,0.08993143584714633
100739,0.040356258911904454
100740,0.0503192761736992
100741,0.250415378267281
100742,0.006863881977981697
100743,0.2448795842942832
100744,0.2798767917259838
100745,0.20278616026489227
100746,0.10608070547810157
100747,0.1685729855758215
100748,0.627546776104045
100749,0.06703793440631248
100750,0.28099113312946955
100751,0.04538542928779754
100752,0.05621033467469838
100753,0.059755633495419805
100754,0.038146970238004896
100755,0.21208671303578538
100756,0.09038351165526431
100757,0.19805876641575934
100758,0.013637475598723388
100759,0.054827843729385047
100760,0.3737237743104673
100761,0.1040945785085279
100762,0.46654820720014684
100763,0.007090618551390526
100764,0.021460093589995573
100765,0.08161225082082357
100766,0.04313162769714864
100767,0.09557299012388994
100768,0.14064340477205983
100769,0.14924463703616686
100770,0.03573334336643789
100771,0.7548121647829583
100772,0.13245565946678703
100773,0.09499337255326452
100774,0.1270538290457951
100775,0.12244866345384886
100776,0.1703631358068435
100777,0.013253728383032903
100778,0.22431741642231456
100779,0.05005979893579183
100780,0.1891897235316768
100781,0.03640719457918476
100782,0.03725001601462171
100783,0.250186605489152
100784,0.07818617967184337
100785,0.46450691440174197
100786,0.038186160014368066
100787,0.1309954982173648
100788,0.03858408583811002
100789,0.017628097209792755
100790,0.014432071856731458
100791,0.10111989641480701
100792,0.03588473189587228
100793,0.18117330185881358
100794,0.021274991953122394
100795,0.05167972260207517
100796,0.04897357678503965
100797,0.09349348450787315
100798,0.35832950126617635
100799,0.006084254136926094
100800,0.668359770002371
100801,0.141619645062638
100802,0.09976785942098883
100803,0.188386447252091
100804,0.008267111463743915
100805,0.14209103268702827
100806,0.19020943462827672
100807,0.043012256950917795
100808,0.13722499560591497
100809,0.012189496757896006
100810,0.0030858324482959574
100811,0.006630241136207668
100812,0.047096771934169376
100813,0.35486446626602264
100814,0.03429619449029998
100815,0.14612461657648837
100816,0.37645634735974487
100817,0.0885092430148347
100818,0.003725209659675501
100819,0.07373449388057982
100820,0.405336184425802
100821,0.08153341655542971
100822,0.1678080906606332
100823,0.4419043487341886
100824,0.21267788532497844
100825,0.07883257637797929
100826,0.005046875899230594
100827,0.13077049867986687
100828,0.09868585303819263
100829,0.08325223517433415
100830,0.013000673220028654
100831,0.10791860332046381
100832,0.12186980263438316
100833,0.24024047995038625
100834,0.09537979743028974
100835,0.09188659368164691
100836,0.14924261472319883
100837,0.22611698689302076
100838,0.7197502802414508
100839,0.08771267309456694
100840,0.09144678371321747
100841,0.6339862924655413
100842,0.10870732797503038
100843,0.6682758867901072
100844,0.22544976257630975
100845,0.09192823270370463
100846,0.12342949953626117
100847,0.20802323361490577
100848,0.20864886275834135
100849,0.016478807566519756
100850,0.27802149813620153
100851,0.9257728655714337
100852,0.1207934336156673
100853,0.14713985824164563
100854,0.6689627898343513
100855,0.3314484382218326
100856,0.07515857054919448
100857,0.013246509918315792
100858,0.3533105602940358
100859,0.00987986035963936
100860,0.05982060267929822
100861,0.00711265639978382
100862,0.12730178945455436
100863,0.08260515191742603
100864,0.07377551211200206
100865,0.25474853586071367
100866,0.24739910692829892
100867,0.07376408522277215
100868,0.07553360110571082
100869,0.002306681368891042
100870,0.19934888829753009
100871,0.01676390261870213
100872,0.027949968002975778
100873,0.12088917028272267
100874,0.1895018113970314
100875,0.06423658782044818
100876,0.13622384578710686
100877,0.0934427500147259
100878,0.33961021427140575
100879,0.13850826393825144
100880,0.009356753007793919
100881,0.20693291208749554
100882,0.09165628069595501
100883,0.05948303747227844
100884,0.4008761966426152
100885,0.11653061124843461
100886,0.26991909673807335
100887,0.0550909694843371
100888,0.5929160498112102
100889,0.026470922487966567
100890,0.4236194552280445
100891,0.08256347342421005
100892,0.10108412655998596
100893,0.19767770008013588
100894,0.11824212499045847
100895,0.27243273156594217
100896,0.3355064753017365
100897,0.05733210163962416
100898,0.07814003250300224
100899,0.20025322460641384
100900,0.2544086367351234
100901,0.051344366108590285
100902,0.1460302892987907
100903,0.125994498062976
100904,0.17774523357805871
100905,0.07833119010731866
100906,0.10787624357908808
100907,0.07229966744387255
100908,0.09383405528559197
100909,0.04929226996421065
100910,0.07204678129010994
100911,0.054391811191819135
100912,0.12828333256811714
100913,0.01958472488798614
100914,0.019258398543353702
100915,0.05168661529919957
100916,0.040498474805125195
100917,0.1602032159266082
100918,0.3244333108667485
100919,0.0965281724280598
100920,0.06343967180573114
100921,0.05720926089068571
100922,0.01748941140087805
100923,0.4563723865221407
100924,0.06450198730038383
100925,0.012862332033684061
100926,0.4845483359386309
100927,0.11045444366342187
100928,0.10421913528603734
100929,0.36463194410527355
100930,0.26498822162580316
100931,0.4392079949371604
100932,0.21208073019640591
100933,0.1035937101832152
100934,0.010280517317939733
100935,0.8451643140725009
100936,0.013103503407767928
100937,0.06528310031154776
100938,0.5338223744865724
100939,0.003613966370792745
100940,0.1522234277713271
100941,0.07689740133718445
100942,0.0526627604404444
100943,0.6251489046975086
100944,0.7998969237001634
100945,0.08118876828672114
100946,0.015567456286154649
100947,0.10270353741729886
100948,0.10083939676425188
100949,0.21480950523837072
100950,0.03662813667026225
100951,0.06683232752846793
100952,0.10431489646021339
100953,0.024948445681886908
100954,0.12215556683393816
100955,0.13611033715147786
100956,0.09363085256164946
100957,0.2722740450772451
100958,0.08286755549776972
100959,0.06532830448129501
100960,0.013094809228787821
100961,0.07423189591841992
100962,0.24293275973161743
100963,0.03129580487956075
100964,0.08320232379937662
100965,0.03717475538095682
100966,0.008944414831597945
100967,0.03291505870003212
100968,0.05966468104956875
100969,0.2568164801553347
100970,0.05576934428787504
100971,0.023762062378083173
100972,0.5354673191177592
100973,0.10522100518993947
100974,0.04888092493130971
100975,0.14236509306946615
100976,0.09218837599053456
100977,0.05530101790603289
100978,0.3475872686764734
100979,0.3994902173584332
100980,0.07130983610187823
100981,0.9346941726257929
100982,0.12307576781187084
100983,0.48878019897575453
100984,0.05199118937269561
100985,0.16592287176546058
100986,0.7062148290625522
100987,0.1322220365849632
100988,0.15830782698926327
100989,0.002489835458344829
100990,0.7383950508575129
100991,0.13436244116724053
100992,0.25325229683415534
100993,0.1832455159376644
100994,0.039202551665360096
100995,0.0017922857746666837
100996,0.021226661819186716
100997,0.10457936600805998
100998,0.0173223681160309
100999,0.20143616275472123
101000,0.01544583975932729
101001,0.1860492777886444
101002,0.06580371224457048
101003,0.07632216391370009
101004,0.10230690963702739
101005,0.4294033488981518
101006,0.5397822230752672
101007,0.027893918223247473
101008,0.2483273899502721
101009,0.050205432928321955
101010,0.6200864287703691
101011,0.15650649574541506
101012,0.16579665753999234
101013,0.018437476560046274
101014,0.12452879035421509
101015,0.09490741723751192
101016,0.17679918204893774
101017,0.10869892080840249
101018,0.25685675836460586
101019,0.011010126277837477
101020,0.20569580206896934
101021,0.25527300863869484
101022,0.5733868720220906
101023,0.12304652718969694
101024,0.08036255776235289
101025,0.20684048762895774
101026,0.3627394886019094
101027,0.10227662895977327
101028,0.06296773985576447
101029,0.06605210661779717
101030,0.3346211123882109
101031,0.07116947889732256
101032,0.01910228682773907
101033,0.062019097442108095
101034,0.19453670582362173
101035,0.026136582314641037
101036,0.5377723423355636
101037,0.09227672331750003
101038,0.037792315930703535
101039,0.13010884466738562
101040,0.05876657594019372
101041,0.09716771234729513
101042,0.1323731096382619
101043,0.35756649267802404
101044,0.034392136203845354
101045,0.009719625091659531
101046,0.01326071501934306
101047,0.23843392555625306
101048,0.016993917357076987
101049,0.719264058417588
101050,0.1952430222297997
101051,0.025032170525928838
101052,0.06054705783335821
101053,0.11498684819514868
101054,0.05048586589664092
101055,0.03931509718464545
101056,0.10257021873930006
101057,0.0471286688323186
101058,0.060398424188201134
101059,0.03972448406100512
101060,0.1916149675285147
101061,0.07945698830193614
101062,0.20269590934866355
101063,0.311141585535611
101064,0.03112950959086866
101065,0.2138609972887153
101066,0.0945493210358824
101067,0.08233863080909024
101068,0.018618556951604075
101069,0.13487365521676062
101070,0.20358071634285027
101071,0.08673458692567357
101072,0.02400020932729382
101073,0.14028496288817055
101074,0.16538147716100196
101075,0.27981765483011856
101076,0.09511707078120042
101077,0.06527251121974177
101078,0.39908387090799907
101079,0.06158025077042054
101080,0.33810697898776604
101081,0.004015878519575177
101082,0.010316321160259266
101083,0.3161627621262483
101084,0.3064380143630056
101085,0.0994361228600824
101086,0.012845823798466743
101087,0.12046884271692722
101088,0.13404763146551632
101089,0.09517704800838946
101090,0.16219122027918317
101091,0.23446730133198443
101092,0.037538034944416904
101093,0.11057750945381879
101094,0.08844050202464396
101095,0.3262405745916906
101096,0.0798006597215308
101097,0.02551612870604645
101098,0.2068089816401658
101099,0.25293267229780475
101100,0.11841271096753163
101101,0.25597801281755656
101102,0.20841128670593434
101103,0.274764480178576
101104,0.09436739131371745
101105,0.24644013949817126
101106,0.07111714972619117
101107,0.055821100608021715
101108,0.03520025676521179
101109,0.10696551499027668
101110,0.4654186344559535
101111,0.11304953870496985
101112,0.005983323059418993
101113,0.18207774596395027
101114,0.5561864330437495
101115,0.7904405798200477
101116,0.0057505533270628415
101117,0.26586153130607776
101118,0.12846466469387097
101119,0.28990300039157096
101120,0.09555407648473076
101121,0.11894459716605274
101122,0.2410874231868267
101123,0.44707773211023705
101124,0.5328547443561187
101125,0.14284662844924387
101126,0.416933070502061
101127,0.00997384308848539
101128,0.03973098721990655
101129,0.5937066499304627
101130,0.3121498718163749
101131,0.1476228648132895
101132,0.004563753735351328
101133,0.0790956449083786
101134,0.3014413812805608
101135,0.14445881698390745
101136,0.016080770034038655
101137,0.4187085390760718
101138,0.07430688900190527
101139,0.24648382112264935
101140,0.026927304840699495
101141,0.3038601289058918
101142,0.7050177183274227
101143,0.10254918450354363
101144,0.260940360525571
101145,0.06784226685137794
101146,0.6214445547912602
101147,0.4955015325014627
101148,0.019699180321669642
101149,0.005108645127100299
101150,0.0711466744015508
101151,0.026400465085986646
101152,0.023551998521875884
101153,0.015339772932761717
101154,0.08153498588972104
101155,0.6454553797830779
101156,0.12107279098204478
101157,0.19468973202746248
101158,0.26945829060297166
101159,0.01019075678969222
101160,0.7264285761569057
101161,0.038061607810078724
101162,0.17200352267927954
101163,0.14544508066441794
101164,0.047479904084244656
101165,0.04824106478498507
